[set,]image_path[,label,x1,y1,,,x2,y2,,]
TRAIN,gs://src-media.ignorethegap.com/apple/apple_1457.JPG,apple,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0698.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0713.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0707.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0706.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0712.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0699.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0738.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0704.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0710.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0711.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0705.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0739.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0701.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0715.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0729.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0728.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0714.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0700.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0716.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0702.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0703.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0717.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1194.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1208.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1195.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1183.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1197.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1196.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1182.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1186.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1192.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1193.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1187.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1191.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1185.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0749.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0748.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1184.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1190.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1189.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0751.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0745.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1200.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1201.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0744.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0750.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0746.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0752.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1203.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1202.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0753.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0747.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0743.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1206.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1207.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0742.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1198.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0740.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1205.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1204.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0741.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/IMG_1199.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0732.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0726.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0727.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0733.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0719.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0725.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0731.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0730.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0724.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0718.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0697.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0720.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0734.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0708.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0709.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0735.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0721.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0737.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0723.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0722.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/tree/tree_0736.JPG,tree,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1493.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1487.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1478.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1518.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1524.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1530.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1531.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1525.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1519.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1479.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1486.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1492.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1484.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1490.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_0003.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1533.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1527.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1526.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1532.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_0002.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1491.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1485.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1481.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1495.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_0006.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1522.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1523.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_0007.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1494.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1480.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1496.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1482.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_0005.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1521.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1509.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1508.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1520.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_0004.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_0010.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1483.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1497.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1471.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_0009.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1505.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1511.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1510.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1504.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1470.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_0008.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1499.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1472.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1512.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1506.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1507.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1513.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1473.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1498.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1488.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1477.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1517.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1503.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1502.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1516.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1476.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1489.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1474.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1514.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1528.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1529.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1515.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1501.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pear/IMG_1475.JPG,pear,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1008.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1009.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1019.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1018.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_0996.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_0997.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_0999.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_0998.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1015.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1001.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1014.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1016.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1017.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1003.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1007.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1013.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1012.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1006.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1010.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1004.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1005.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/biscuit/biscuit_1011.JPG,biscuit,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_1336.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_1337.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_1335.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_1334.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_1333.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_1332.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_1341.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_0275.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_0301.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_0315.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_0314.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_0300.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_0274.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_1340.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_0289.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_0276.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_0316.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_0302.JPG,pig,0,0,,,0,0,,
TRAIN,gs://src-media.ignorethegap.com/pig/IMG_0303.JPG,pig,0,0,,,0,0,,
